,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Neighborhood_rich,YrSoldBuket,YearBuiltBuket,GarageYrBltBuket,hasPool,has3SsnPorch,hasEnclosedPorch,hasGarage,isMasVnrAreaZero,hasOpenPorchSF,hasWoodDeckSF,isBsmtUnfSFZero,is2ndFlrSFZero,hasBsmtFinSF1,hasTotalBsmtSF,hasGarageArea,isOverallQualPool,SalePrice
709,20,RL,4.29045944115,8.87668416661,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,1,1,0.0,1,0.0,876.0,876.0,GasA,3,1,SBrkr,6.8079349437,0,0,6.8079349437,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1966.0,1,1.0,408.0,3,3,2,0.0,0.0,0,0,0,0,0,3,NA,0,12,2008,WD,Abnorml,0,4,6,2,0,0,0,1,1,0,0,1,0,0,1,1,0,11.6073352395
710,30,RL,4.04305126783,8.3262747874,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0.0,270.0,270.0,GasA,4,1,SBrkr,6.59304453414,0,0,6.59304453414,0.0,0.0,1,0,2,1,3,5,Maj2,0,0,NA,1935.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,0,4,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,10.8590182281
711,50,C (all),4.20469261939,9.07257144223,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Stone,3,3,2,1,0.0,1,0.0,859.0,859.0,GasA,4,1,SBrkr,6.75693238925,319,0,7.07242190054,0.0,0.0,1,0,2,1,3,7,Typ,0,0,Detchd,1964.0,2,1.0,384.0,3,3,0,4.2341065046,0.0,98,0,0,0,0,0,NA,0,1,2010,WD,Abnorml,0,9,2,2,0,0,1,1,0,0,1,1,1,0,1,1,0,11.5403168716
712,120,RL,3.7135720667,8.44934252451,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,6,767.0,1,0.0,461.0,1228.0,GasA,4,1,SBrkr,7.11395610957,0,0,7.11395610957,1.0,0.0,2,0,2,1,4,5,Typ,1,4,Attchd,1988.0,3,2.0,472.0,3,3,2,5.12989871492,4.7957905456,0,0,0,0,0,0,NA,0,10,2008,WD,Normal,1,4,8,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.149507585
713,190,RL,4.11087386417,9.19766031882,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,3,5,789.0,1,0.0,171.0,960.0,GasW,3,0,SBrkr,6.86797440897,0,0,6.86797440897,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1970.0,1,2.0,576.0,3,3,2,0.0,5.66642668811,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,0,0,7,2,0,0,0,1,1,1,0,1,0,1,1,1,0,11.7675754353
714,60,RL,4.29045944115,9.51177740966,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,4,3,CBlock,3,3,1,6,533.0,1,0.0,192.0,725.0,GasA,5,1,SBrkr,6.58755001482,754,0,7.29979736676,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,1976.0,2,2.0,475.0,3,3,2,0.0,3.80666248977,0,0,0,0,0,0,NA,0,3,2010,WD,Normal,0,9,7,3,0,0,0,1,1,1,0,1,1,1,1,1,0,11.7791361686
715,20,RL,4.36944785247,9.22434189161,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,1064.0,1064.0,GasA,3,1,SBrkr,7.20860033796,0,0,7.20860033796,0.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,1974.0,2,2.0,478.0,3,3,2,0.0,0.0,0,0,0,0,0,3,NA,0,8,2009,WD,Normal,0,7,7,3,0,0,0,1,1,0,0,1,0,0,1,1,0,12.0137068135
716,70,RM,4.11087386417,9.28739400142,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,718.0,718.0,GasA,5,1,SBrkr,7.36327958696,978,0,7.84580750264,0.0,0.0,1,1,3,1,3,8,Typ,0,0,Detchd,1996.0,1,2.0,704.0,3,3,1,0.0,3.89182029811,143,0,0,0,0,0,NA,0,7,2007,WD,Normal,0,2,1,3,0,0,1,1,0,1,0,1,1,0,1,1,0,11.9798054708
717,20,RL,4.39444915467,9.21044036698,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,4,1084.0,1,0.0,92.0,1176.0,GasA,4,1,SBrkr,7.07242190054,0,0,7.07242190054,0.0,1.0,1,1,3,1,4,5,Typ,1,2,Attchd,1973.0,1,2.0,439.0,3,3,2,5.4161004022,0.0,0,0,0,0,0,3,NA,0,11,2008,WD,Normal,0,4,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.9640074537
718,60,RL,4.5747109785,9.26321741158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,4,6,1173.0,1,0.0,138.0,1311.0,GasA,5,1,SBrkr,7.18992217075,1093,0,7.79110951061,1.0,0.0,2,1,3,1,4,9,Typ,1,3,Attchd,1993.0,2,3.0,983.0,3,3,2,5.52545293913,5.04342511692,216,0,0,0,0,0,NA,0,8,2008,WD,Normal,1,4,8,3,0,0,1,1,1,1,1,1,1,1,1,1,0,12.7396406888
719,20,RL,4.24849524205,9.20240900165,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,4,5,523.0,1,0.0,448.0,971.0,GasA,3,1,SBrkr,6.87935580446,0,0,6.87935580446,0.0,0.0,1,1,3,1,3,5,Typ,1,1,Attchd,1969.0,1,1.0,300.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,0,0,7,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.7636919654
720,120,RL,4.11087386417,8.78935545221,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,4,6,1148.0,1,0.0,594.0,1742.0,GasA,3,1,SBrkr,7.46336304552,0,0,7.46336304552,1.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,1985.0,2,2.0,564.0,3,3,2,4.74493212836,3.36729582999,234,0,0,0,0,0,NA,0,12,2006,WD,Normal,1,0,8,3,0,0,1,1,0,1,1,1,0,1,1,1,0,12.524530013
721,120,RM,4.26267987704,8.39547743273,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,6,662.0,1,0.0,186.0,848.0,GasA,5,1,SBrkr,6.74405918631,0,0,6.74405918631,1.0,0.0,1,0,1,1,4,3,Typ,0,0,Attchd,2004.0,2,2.0,420.0,3,3,2,5.08140436498,0.0,0,0,0,0,0,0,NA,0,5,2010,WD,Normal,0,9,9,3,0,0,0,1,1,0,1,1,0,1,1,1,0,11.8706069022
722,20,RL,4.26267987704,9.00220857828,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,5,191.0,1,0.0,673.0,864.0,GasA,5,1,SBrkr,6.76272950693,0,0,6.76272950693,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1994.0,1,2.0,463.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,0,7,7,3,0,0,0,1,0,0,0,1,0,1,1,1,0,11.732069027
723,50,RL,4.11087386417,9.00859131752,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,941.0,941.0,GasA,5,1,SBrkr,6.90575327631,473,0,7.2936977206,0.0,0.0,2,0,4,1,3,7,Typ,0,0,Detchd,1958.0,1,1.0,548.0,3,3,2,0.0,0.0,0,0,156,0,0,0,NA,0,5,2008,WD,Normal,0,4,5,2,0,0,0,1,0,0,0,1,1,0,1,1,0,11.8130374648
724,20,RL,4.46590811865,9.49454139259,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,1,6,1234.0,1,0.0,464.0,1698.0,GasA,5,1,SBrkr,7.43779512167,0,0,7.43779512167,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,2007.0,3,3.0,768.0,3,3,2,5.79301360838,4.1743872699,0,0,0,0,0,0,NA,0,2,2009,WD,Normal,0,7,9,4,0,0,0,1,1,1,1,1,0,1,1,1,0,12.6760793998
725,20,RL,4.11087386417,8.84807842117,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,375.0,4,239.0,250.0,864.0,GasA,3,1,SBrkr,6.76272950693,0,0,6.76272950693,0.0,0.0,1,0,3,1,4,5,Typ,0,0,Detchd,1989.0,1,2.0,660.0,3,3,2,4.5747109785,0.0,0,0,0,0,0,0,Shed,500,11,2009,WD,Normal,0,7,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.6994133306
726,20,RL,4.26267987704,9.98488319074,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,1,6,808.0,1,0.0,72.0,880.0,GasA,5,1,SBrkr,7.42714413341,0,0,7.42714413341,1.0,0.0,2,0,3,1,4,5,Typ,1,4,Attchd,1988.0,3,2.0,540.0,3,3,2,5.68017260902,3.80666248977,0,182,0,0,0,0,NA,0,12,2009,WD,Normal,0,7,8,3,0,1,0,1,1,1,1,1,0,1,1,1,0,12.3104371653
727,20,RL,4.1743872699,8.89768231345,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,3,6,724.0,1,0.0,508.0,1232.0,GasA,5,1,SBrkr,7.11720550316,0,0,7.11720550316,1.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2007.0,2,2.0,632.0,3,3,2,4.89034912822,0.0,0,0,0,0,0,0,NA,0,2,2009,WD,Normal,0,7,9,4,0,0,0,1,1,0,1,1,0,1,1,1,0,12.1781925834
728,90,RL,4.45434729625,9.3480131771,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1584.0,1584.0,GasA,3,1,SBrkr,7.48268182815,0,0,7.48268182815,1.0,0.0,2,0,4,2,3,9,Typ,0,0,Detchd,1968.0,1,3.0,888.0,3,3,2,0.0,3.25809653802,0,0,0,0,0,0,NA,0,7,2009,COD,Abnorml,0,7,6,2,0,0,0,1,1,1,0,1,0,0,1,1,0,11.6082447356
729,30,RM,3.97029191355,8.73889570493,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,152.0,1,0.0,628.0,780.0,GasA,3,1,FuseA,6.74405918631,0,360,7.09754885061,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1962.0,1,2.0,539.0,3,3,2,0.0,3.17805383035,112,0,0,0,0,0,NA,0,1,2009,WD,Normal,0,7,3,2,0,0,1,1,0,1,0,1,0,1,1,1,0,11.5424939759
730,120,RL,3.68887945411,8.5923006639,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1180.0,1,0.0,415.0,1595.0,GasA,5,1,SBrkr,7.38832785958,0,0,7.38832785958,1.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,1995.0,2,2.0,608.0,3,3,2,5.47227067367,5.03043792139,0,0,0,0,0,0,NA,0,3,2010,WD,Normal,1,9,8,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.3737077152
731,80,RL,4.3040650932,9.16858043773,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,3,6,786.0,1,0.0,82.0,868.0,GasA,5,1,SBrkr,7.04490511713,0,0,7.04490511713,1.0,0.0,2,0,3,1,4,6,Typ,1,4,Attchd,2003.0,3,2.0,438.0,3,3,2,5.08140436498,3.13549421593,0,0,0,0,0,0,NA,0,5,2007,WD,Normal,0,2,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.1415394577
732,60,RL,4.33073334029,9.34180713472,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,3,5,252.0,1,0.0,901.0,1153.0,GasA,5,1,SBrkr,7.05098944707,878,0,7.6167758087,0.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,1998.0,3,2.0,541.0,3,3,2,5.2626901889,4.44265125649,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,0,4,9,3,0,0,0,1,1,1,1,1,1,1,1,1,0,12.312686875
733,20,RL,4.39444915467,9.21044036698,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,594.0,1,0.0,270.0,864.0,GasA,5,1,SBrkr,7.04315991599,0,0,7.04315991599,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Attchd,1961.0,2,1.0,264.0,3,3,2,5.11198778836,0.0,0,0,0,0,0,2,Shed,400,3,2009,WD,Normal,0,7,6,2,0,0,0,1,0,0,1,1,0,1,1,1,0,11.7860089954
734,20,RL,4.29045944115,9.10264379652,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,948.0,948.0,GasA,3,1,SBrkr,6.85540879861,0,0,6.85540879861,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1968.0,1,1.0,300.0,3,3,2,4.99721227376,0.0,0,0,0,0,0,0,NA,0,5,2007,WD,Family,0,2,6,2,0,0,0,1,0,0,1,1,0,0,1,1,0,11.5898957653
735,75,RM,4.11087386417,9.28739400142,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,3,390.0,1,0.0,490.0,880.0,GasW,2,0,SBrkr,6.78105762594,888,0,7.47816969416,0.0,0.0,1,1,2,1,3,6,Typ,2,3,Detchd,1914.0,1,2.0,320.0,3,3,0,0.0,5.83481073706,0,0,0,0,0,0,NA,0,10,2006,WD,Normal,0,0,3,1,0,0,0,1,0,1,0,1,1,1,1,1,0,12.0015116147
736,90,RL,4.11087386417,9.05310159555,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,0,FuseF,6.94793706861,0,0,6.94793706861,0.0,0.0,2,0,2,2,3,6,Typ,0,0,Detchd,1949.0,1,2.0,400.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,11.4457274104
737,60,RL,4.29045944115,9.2556960737,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,893.0,893.0,GasA,5,1,SBrkr,6.80461452006,900,0,7.49665243817,0.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,2005.0,3,3.0,800.0,3,3,2,0.0,4.7621739348,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,0,0,9,3,0,0,0,1,0,1,0,1,1,0,1,1,0,12.3879816172
738,90,RL,4.11087386417,9.28739400142,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,4,6,1200.0,1,0.0,0.0,1200.0,GasA,3,1,SBrkr,7.09090982208,0,0,7.09090982208,3.0,0.0,3,0,3,1,3,5,Typ,0,0,NA,1987.0,0,0.0,0.0,0,0,2,4.7957905456,0.0,0,0,0,0,0,0,NA,0,3,2009,WD,Alloca,0,7,8,3,0,0,0,0,0,0,1,0,0,1,1,0,0,12.0951466714
739,60,RL,4.18965474203,9.13927392354,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,864.0,864.0,GasA,5,1,SBrkr,6.76272950693,864,0,7.45529848568,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,2004.0,2,2.0,572.0,3,3,2,5.23644196283,4.04305126783,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,0,7,9,3,0,0,0,1,0,1,1,1,1,0,1,1,0,12.1547846143
740,70,RM,4.11087386417,9.1696225387,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,2,2,1,1,0.0,1,0.0,264.0,264.0,GasA,5,1,SBrkr,6.64509096951,664,0,7.26752542783,0.0,0.0,2,0,2,1,3,7,Typ,0,0,Detchd,1910.0,1,2.0,360.0,3,4,2,5.60211882088,0.0,112,0,0,0,0,4,NA,0,5,2007,WD,Abnorml,0,2,2,1,0,0,1,1,0,0,1,1,1,0,1,1,0,11.7905647773
741,20,RL,4.18965474203,8.82010864451,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,2,6,832.0,1,0.0,80.0,912.0,GasA,4,1,SBrkr,6.81673588059,0,0,6.81673588059,1.0,1.0,1,0,3,1,4,5,Typ,0,0,Detchd,1962.0,1,1.0,288.0,3,3,2,5.12989871492,0.0,0,0,0,0,0,4,NA,0,5,2008,WD,Normal,0,4,6,2,0,0,0,1,0,0,1,1,0,1,1,1,0,11.8635893788
742,20,RL,4.18965474203,9.04204005654,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1349.0,1349.0,GasA,5,1,SBrkr,7.20785987143,0,0,7.20785987143,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,2000.0,1,2.0,539.0,3,3,2,4.7957905456,4.02535169074,0,0,0,0,0,4,NA,0,12,2007,WD,Normal,0,2,9,3,0,0,0,1,1,1,1,1,0,0,1,1,0,12.0951466714
743,80,RL,4.26267987704,9.46397433029,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,444.0,1,0.0,76.0,520.0,GasA,5,1,SBrkr,7.28961052145,0,0,7.28961052145,0.0,1.0,2,0,3,1,3,6,Min2,1,3,Attchd,1997.0,2,2.0,480.0,3,3,2,5.71373280551,0.0,0,0,100,0,0,0,NA,0,10,2009,WD,Normal,0,7,6,3,0,0,0,1,0,0,1,1,0,1,1,1,0,12.0725469672
744,120,RL,3.73766961828,8.59341321733,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,733.0,1,0.0,604.0,1337.0,GasA,4,1,SBrkr,7.19893124069,0,0,7.19893124069,1.0,0.0,2,0,2,1,4,5,Typ,1,3,Attchd,1993.0,2,2.0,462.0,3,3,2,4.5747109785,0.0,70,168,0,0,0,0,NA,0,10,2008,WD,Normal,1,4,8,3,0,1,1,1,0,0,1,1,0,1,1,1,0,12.1007176854
745,60,RL,4.39444915467,9.10097183492,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,1,6,575.0,5,80.0,487.0,1142.0,GasA,5,1,SBrkr,7.06987412846,1540,0,7.90691548868,0.0,1.0,3,1,4,1,4,11,Typ,2,3,BuiltIn,1994.0,3,2.0,831.0,3,3,2,0.0,5.32300997914,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,0,4,7,3,0,0,0,1,1,1,0,1,1,1,1,1,0,12.6108742002
746,60,RL,4.1743872699,9.08205235167,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,300.0,1,0.0,652.0,952.0,GasA,5,1,SBrkr,6.88857245957,1276,0,7.72179177682,0.0,0.0,2,1,4,1,4,8,Typ,1,3,BuiltIn,2000.0,3,2.0,554.0,3,3,2,5.4161004022,4.00733318523,0,0,0,0,0,0,NA,0,4,2009,WD,Normal,0,7,9,3,0,0,0,1,0,1,1,1,1,1,1,1,0,12.3715913213
747,70,RM,4.18965474203,9.36742958722,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,4,3,Stone,3,2,1,1,0.0,1,0.0,1240.0,1240.0,GasW,3,0,SBrkr,7.18614430452,1320,0,7.8789129123,0.0,0.0,1,1,4,1,4,8,Typ,1,4,Detchd,1950.0,1,4.0,864.0,3,3,0,5.20400668708,0.0,386,0,0,0,0,0,NA,0,5,2009,WD,Normal,0,7,0,2,0,0,1,1,0,0,1,1,1,0,1,1,0,12.491176397
748,20,RL,4.09434456222,9.2680430821,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,1,6,919.0,1,0.0,801.0,1720.0,GasA,5,1,SBrkr,7.45066079621,0,0,7.45066079621,1.0,0.0,2,0,3,1,4,7,Typ,1,3,Attchd,1996.0,3,2.0,527.0,3,3,2,5.48479693349,4.04305126783,154,0,0,0,0,0,NA,0,3,2010,WD,Normal,1,9,8,3,0,0,1,1,1,1,1,1,0,1,1,1,0,12.4699780296
749,50,RL,3.93182563272,9.03670101557,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,3,0,FuseF,6.99301512293,441,0,7.33302301439,0.0,0.0,2,0,4,1,3,9,Mod,0,0,Detchd,1945.0,1,1.0,240.0,3,3,0,4.53259949315,0.0,185,0,0,0,0,0,NA,0,4,2009,WD,Normal,0,7,5,2,0,0,1,1,0,0,1,0,1,0,0,1,0,11.4927329617
750,50,RM,4.02535169074,9.08262063037,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,576.0,576.0,GasA,4,1,SBrkr,6.67582322163,348,0,7.03966034986,0.0,0.0,1,0,3,1,3,7,Min2,0,0,NA,1910.0,0,0.0,0.0,0,0,0,0.0,5.08140436498,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,0,9,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,11.47730865
